RegionID,SizeRank,MSAName,RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,city,state_id,state_name,lat,lng,population,density
394898,117,Myrtle Beach,"Myrtle Beach, SC",city,SC,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135917,135978,136146,136095,135930,135299,135084,135172,135749,136298,136810,137273,137779,138283,138860,139593,139954,139968,139850,140057,140594,141211,141978,142765,143469,144066,144759,145846,146716,147555,148382,149825,151527,153044,154764,156604,158630,160492,162767,165374,168042,170365,172525,175054,178134,181556,185120,188794,192436,196119,199115,202599,205995,209252,212363,215139,218309,220815,223149,225233,226317,226727,226723,226826,226876,226623,226394,226017,225188,224437,223311,221842,220315,219190,218821,218125,216703,214991,213328,212089,210594,208675,206517,203404,199938,196637,193873,191168,188325,185775,183400,181033,178791,176786,174863,172848,171453,170864,170830,170485,169585,168703,167885,166979,165738,164449,162729,161105,159774,158406,156852,154890,153771,152842,151951,150930,150145,149781,149707,149742,149411,150029,150964,152261,152354,152168,152017,152174,152433,152741,153097,153357,153643,153703,153707,153816,154163,154884,155763,156791,157597,158314,159075,160106,161015,161655,161942,162427,163099,163864,164505,165050,165705,166242,166848,167316,167984,168273,168400,168450,168911,169492,170155,170699,171353,171966,172683,173506,174251,174724,175236,175859,176466,176942,177138,177425,177553,177734,178172,179004,180073,180768,181066,181284,181813,182628,183323,183996,184578,185361,186221,187190,188258,189134,189876,190624,191624,192608,193374,193933,194611,195553,196699,197847,198742,199301,199904,200762,201949,202984,203917,204786,205643,206341,206878,207553,208652,209602,210399,210765,211415,212089,212582,213070,213992,215673,218069,220931,224063,227274,230062,232849,235566,238908,243081,248301,253833,258928,263524,268081,272893,277582,282987,288705,295257,302138,309370,316425,321624,324532,325111,325221,325058,324618,323255,322094,321313,321615,322560,324360,325905,327067,327653,328082,328302,328507,328606,Myrtle Beach,SC,South Carolina,33.7094,-78.8844,332181,594.6
395116,118,Springfield,"Springfield, MO",city,MO,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124354,124154,124107,123962,123937,123741,123626,123593,123702,123756,123715,123518,123194,122673,122227,121703,121252,120673,120130,119664,119254,118620,117962,117353,117110,116803,116471,116140,115852,115759,115666,115905,116196,116635,116778,116545,115998,115359,114677,113779,112937,111993,111204,110302,109592,109077,108823,108738,108730,108699,108596,108413,108011,107668,107579,107967,108726,109593,110443,111227,111718,112158,112287,112288,112130,111868,111868,112097,112725,113551,114477,115473,116486,117292,117954,118176,118205,118048,118025,118094,118422,118866,119407,119937,120363,120614,120510,120522,120724,121018,121149,121213,121467,121936,122569,123387,124183,124953,125485,125848,126249,126807,127461,127813,128091,128522,129074,129590,129875,130308,130912,131752,132535,133216,133944,134717,135546,136184,136678,137027,137298,137726,138348,139215,140115,141165,142350,143813,144997,145832,146216,146600,147048,147742,148300,149041,149605,150464,151398,152625,153756,154704,155564,156353,157031,157459,158139,159051,160171,160991,161736,162529,163389,164056,164573,165452,166848,168977,171568,174593,177287,179471,181494,183832,186818,190531,194623,198054,200258,201563,203291,205796,208899,212778,217151,222155,226937,231067,234535,236805,237780,237613,237246,237080,237061,236703,236480,236548,237272,238292,239471,240660,242079,243287,244223,244458,244437,244441,Springfield,MO,Missouri,37.1943,-93.2916,286280,784.5
395195,119,Visalia,"Visalia, CA",city,CA,103976,103876,104002,104309,104744,105149,105481,105880,106274,105623,104598,103429,103009,102855,102797,102944,103236,103598,104082,104544,104990,105464,105997,106586,106949,107251,107563,108070,108605,109138,109753,110495,111310,112127,112865,113571,114085,114625,115265,116270,117398,118812,120293,122113,124321,126884,129154,130920,132402,133917,135830,137895,140650,143744,147430,151351,155925,160097,163618,166819,170125,174345,178081,182213,186368,191059,196810,202686,207710,212025,216138,220656,224277,226371,228530,232465,237185,240825,242696,244213,245418,245369,245216,244872,244744,244398,243415,242261,239602,237576,234377,231140,227311,224470,222518,220427,217184,212779,208031,203960,200663,196860,192482,187775,183504,179594,175424,171091,167576,164792,162882,159820,155868,151824,148486,146306,144740,144154,144762,146066,147196,146731,146119,145546,145658,144980,143919,142700,141480,139987,137944,135550,133334,131874,130674,129409,128080,127375,126857,125994,124712,123249,122287,121804,121808,122000,122108,122327,122847,123728,124405,124735,125111,126320,127912,129903,131886,134059,136191,138301,140704,143079,145021,146460,147871,150027,152137,153839,154977,156314,157881,159175,160425,161513,162577,163033,163350,163861,164834,166008,167056,168042,168852,169657,170456,171247,171937,172166,172195,172069,171829,171553,172360,174322,176784,178916,180721,182526,184061,185395,186613,188166,189948,192111,194054,196121,197671,199086,200038,201101,202185,203412,204601,206060,207619,209317,210904,212296,213708,214575,215307,215699,216492,217298,218118,218954,219727,220803,222124,223684,225230,226385,227174,227748,228114,228645,229215,230447,232115,233923,235272,235940,236419,236895,237285,237701,238559,240682,243921,247904,252414,256848,261054,264806,268521,272399,276656,281452,286327,290584,293456,295777,298404,301929,306228,310858,315746,320579,324827,328440,330736,331657,331116,330252,328927,327421,324881,322833,321722,321785,322522,323756,325634,327740,329364,330437,330942,331442,332091,Visalia,CA,California,36.3276,-119.3269,163681,1433
394746,120,Killeen,"Killeen, TX",city,TX,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138725,138464,138169,137487,136754,136160,135729,135444,135084,134603,134222,134103,134289,134459,134466,134446,134428,134478,134525,134669,134811,134996,135224,135437,135560,135388,135080,134684,134256,133842,133329,132930,132431,132099,131734,131648,131427,131032,130330,130113,130234,130476,130249,130045,130011,130162,130096,129935,129807,129734,129722,129691,129657,129627,129523,129582,129643,129663,129614,129480,129505,129527,129689,129810,130082,130318,130629,130879,131229,131623,131966,132078,131986,132079,132426,132755,133064,133335,133806,134208,134567,134962,135375,135739,136036,136293,136872,137541,138153,138361,138567,138775,139127,139388,139675,139974,140308,140727,141186,141538,141841,142098,142427,142636,142963,143411,144070,144674,145372,146055,146717,147360,147958,148836,149677,150585,151280,152108,152949,153949,154747,155801,156715,157446,157913,158374,159002,159599,160311,161074,161940,162714,163625,164543,165584,166540,167584,168561,169445,170075,170785,171946,173597,175717,178014,180545,182975,185444,187833,190527,193544,197416,201833,206396,210451,214065,217547,221214,224932,229123,233681,238705,244024,249270,254220,257738,259622,260076,260078,259699,258794,257481,256169,255104,254462,254241,254466,254251,253815,252889,252112,251210,250373,249982,Killeen,TX,Texas,31.0753,-97.7297,265921,1086.4
394338,121,Asheville,"Asheville, NC",city,NC,113034,113467,113692,114252,114717,115248,116040,116835,117644,118116,118689,119295,120012,120528,120954,121315,121934,122750,123619,124479,125346,126272,127033,127770,128471,129224,129757,130222,130706,131249,131732,132264,132930,133699,134440,135068,135777,136479,137094,137541,137949,138476,139194,139923,140537,141042,141534,142268,143006,143888,144656,145482,146339,147168,148000,149110,150470,152091,153268,154326,154978,155769,156557,157507,158541,159844,161407,162999,164477,165923,167385,168953,170563,172333,174133,175823,177300,178774,180362,182357,184237,186015,187473,188998,190660,192164,193558,194540,195591,196758,198110,199414,200627,201501,202187,202618,203171,203550,203894,204589,205379,205665,205164,204344,203714,203141,202425,201433,200622,199987,199498,198877,198094,197470,196494,194960,193195,191645,190797,190164,189346,188307,187427,186998,186852,186439,185915,184946,183954,182986,182519,182107,181477,180824,180251,179859,179400,178968,178289,177493,176684,175960,175268,174474,173869,173454,173490,173603,173650,173550,173541,173649,173956,174295,174730,175064,175520,175864,176002,176081,176392,177240,178255,179498,180778,182174,183216,183975,184634,185443,186283,186814,187468,187907,188655,189391,190509,191513,192580,193660,194931,196343,197542,198607,199624,200747,202026,203556,205164,207031,208611,210398,212029,213510,214369,215258,216202,217554,218621,220009,221531,223410,225026,226373,227533,228908,230742,233018,235100,236907,238419,240150,241758,243143,244360,245746,247298,249112,251004,252588,253779,254585,255791,256750,257638,258215,259120,260217,260695,260736,260823,261574,262503,263346,264192,264957,265779,266907,268570,270338,272003,273698,275516,277071,277754,278075,278845,280892,284252,288314,292773,297322,301889,307076,312643,318444,324420,330603,335868,339040,340698,342266,344851,347999,353156,359832,367984,376103,383408,389560,393042,394157,393261,392924,392461,391719,390080,388968,389256,390883,393337,396141,398724,401403,403932,406096,408121,409287,410051,Asheville,NC,North Carolina,35.5707,-82.5537,294013,795.6
395244,122,York,"York, PA",city,PA,114892,115148,115420,115900,116212,116341,116429,116489,116526,116554,116652,116797,116923,117098,117313,117536,117721,117998,118344,118750,119149,119542,119914,120350,120774,121194,121508,121781,122089,122392,122742,123113,123628,124196,124753,125240,125826,126592,127351,128010,128658,129428,130305,131112,131989,132798,133780,134591,135442,136057,136576,137184,137978,139041,140157,141514,143230,144989,146745,148094,149305,150167,151178,152521,154310,156505,159044,161642,164086,166155,167950,169559,171160,172940,174641,176068,177726,179798,182305,184288,185760,186645,187384,187630,187813,188111,189031,190279,191557,192451,193052,193317,193238,192895,192287,191948,191389,190261,188555,187267,186691,186271,185053,183574,181982,180787,179634,178591,177534,176631,175830,175056,173864,172817,172081,171849,171646,171340,171299,171386,171641,171646,171698,171914,172048,171701,170696,169686,168284,166897,165029,163564,161806,160413,159555,159073,158688,157733,156697,155572,154848,154601,154485,154000,153530,153151,153259,153277,153398,153579,153705,153486,153155,152891,152883,152984,153010,153006,152970,153011,153141,153184,153169,153120,153079,153186,153271,153510,153557,153595,153498,153737,154194,154818,155415,155817,156006,155756,155588,155516,155576,155617,155705,156020,156366,156674,157146,157744,158611,159373,160093,160837,161601,162372,162687,162864,163013,163369,163818,164260,164756,165326,165927,166642,167063,167466,167571,167972,168341,168853,169446,170217,171159,171987,172886,173737,174645,175215,175748,176020,176276,176516,176964,177487,177866,178152,178341,178743,179484,180762,182136,183170,183927,184683,185504,186201,186734,187364,188238,189267,190185,191091,191890,192972,193626,194242,194964,196365,198451,200976,203890,206650,209161,211625,214441,217401,220658,223986,226339,226981,225103,225103,225210,226344,229004,232878,237771,242091,245430,247938,249437,250186,250102,250433,251119,252352,252512,252609,252978,255005,257573,260201,262383,264395,265997,266953,267459,267847,268603,York,PA,Pennsylvania,39.9651,-76.7315,247176,3267
395183,123,Vallejo,"Vallejo, CA",city,CA,181972,182376,183254,184725,186671,188901,191586,195040,198836,202931,206568,209530,212083,215517,219448,223611,227610,231667,236056,239517,242850,245745,248730,251660,254223,255865,257299,259145,261486,264160,267045,270559,273783,276744,279604,282737,286256,290148,294177,298478,302831,306766,310559,314233,317906,321091,324531,328207,331827,335161,338938,343677,348718,354360,360308,366902,373995,381042,387956,393992,399015,403631,409215,416374,424614,432561,440258,447690,454406,460356,464274,467445,469117,473765,478573,483580,486202,487180,485865,483109,480164,477432,474148,469665,465350,462346,461280,461573,458171,452499,446185,440713,436283,431984,426029,413949,399344,386484,375416,362961,348877,336353,324475,311170,295566,279861,265970,257641,254141,250865,245582,238277,233424,229203,224190,218313,213743,211259,211846,212850,213400,212422,213325,213980,214994,214816,216174,216599,216681,215625,215364,213854,211132,208406,206256,205281,203255,201206,199218,197287,195260,193188,190977,189373,188195,187761,187147,186683,187207,188905,190928,193235,195524,198135,201114,204741,208897,212655,216409,221030,227240,234338,240901,247806,254579,261578,267288,272041,276243,279917,283662,287833,292421,296924,300240,303403,306300,308812,310718,312156,313908,315656,317813,320199,323203,326218,329073,332216,335457,338461,340992,343493,346628,349505,351493,353450,355551,358624,361786,365312,368691,371735,374400,376899,379234,381328,383386,385955,388400,391229,393055,395652,398305,402076,405448,409345,413508,417428,420413,422826,425642,428504,430724,432740,434174,435643,436538,437371,438256,438976,439816,440166,440309,440362,440645,441115,441724,442589,444090,445706,447631,449757,452405,454949,456162,455913,455572,457215,461931,468138,475397,482573,489759,497224,504595,512667,521494,531033,540364,546564,550272,552533,556142,560973,568157,577367,588514,598657,605471,607866,605412,598968,590470,583012,576869,571420,565338,560497,557918,557851,559689,562533,565637,568787,570911,572421,572476,572720,573051,Vallejo,CA,California,38.1125,-122.2342,169541,1588.3
753917,124,Santa Maria,"Santa Maria, CA",city,CA,269884,270576,271821,273616,275599,277614,280305,283371,286543,289926,293542,297650,300974,304041,306871,311146,316160,321544,326808,332341,338010,343724,348364,353130,357014,360876,364055,367897,371977,376277,380286,384619,389555,395419,402100,408588,414776,420580,426915,433905,441710,449427,456864,463739,470722,477138,482388,486388,491006,497068,503414,509870,516031,523317,531484,540265,550165,561998,574792,586474,593154,599604,606811,617875,628646,639491,647438,654670,660538,666958,672705,678073,682122,685896,689718,692450,693788,693998,693770,690986,684416,673521,662472,653585,648693,646076,643516,641496,636175,629276,621240,615547,607196,599960,593317,587124,575762,561889,549013,538928,528607,518622,509654,499328,489646,478587,467525,457664,449695,443889,436710,429080,421529,415887,410101,405754,402636,404174,408323,411684,412968,413294,416028,420887,427462,431256,431813,430441,426747,420434,413079,407717,406052,403889,400381,393886,386410,380894,377208,372369,366654,360281,356104,353336,352140,351595,351580,351958,353483,354647,355589,357570,361024,365573,370278,375251,381024,385630,390284,395931,404339,413740,421783,428510,435015,442320,448573,453712,457543,461457,465628,470059,474556,477906,479640,480644,482871,486470,490789,494713,497698,500134,502216,505017,508253,510866,512573,514489,518016,522860,527261,531028,536332,542383,547296,549273,549666,549843,549723,550020,550513,552260,554641,557330,560211,562569,564814,566383,567479,568679,569358,570525,572160,575375,578506,582286,584962,587195,588389,589329,591249,592299,592410,592116,593131,596143,598671,599945,599505,598540,598430,599333,600379,600877,600829,601741,602573,603668,604498,605666,607617,610632,614686,618848,620916,621055,621128,624623,632389,642771,654178,665504,675683,685122,694415,706162,721381,738268,752947,762952,769749,776964,787001,798271,814552,834512,860147,883795,903340,915304,919011,914417,905921,897699,891847,886930,881739,877825,876008,878723,884330,893279,904401,916701,927205,935464,940598,943614,944369,Santa Maria,CA,California,34.9333,-120.4431,143647,1854.2
395050,125,Salinas,"Salinas, CA",city,CA,251275,252046,253350,256354,260187,264660,269511,274759,280298,285565,291176,296932,302718,308047,313151,318612,323906,328939,333946,339034,344409,349000,353388,356950,359864,362095,363771,365647,367311,368955,370525,372128,374048,376104,378702,382184,386024,389699,393193,397141,401857,406584,411335,416211,421178,426231,431548,437368,442591,447655,452624,459579,468496,478434,488512,497982,508608,520023,531880,542036,552262,562126,574448,586344,597809,608046,618999,630509,642158,652912,662261,665956,670103,675058,680814,684087,685399,686982,688112,687316,684143,679537,674700,668748,664765,661740,660679,655210,647678,641166,635026,625199,613156,601164,591110,575884,561666,544363,529180,514236,501486,490791,475681,460039,443208,426670,411434,398252,385060,372850,361582,352000,341883,332107,323689,318604,313844,312354,315859,319379,321781,319591,321810,323666,327225,329902,333419,334402,332075,326845,321116,317208,314148,311336,307947,306526,305979,305006,303331,301368,300863,298986,296896,294080,293864,294207,294415,293434,292874,292890,293628,295517,298113,301419,304265,308250,311731,315941,320092,325962,332945,339909,346176,352289,358825,365879,371547,376983,380840,385142,389205,394505,399932,403679,405790,406700,408698,411307,413444,415452,416647,418830,420742,423559,426711,429195,431504,434048,438205,443370,448203,453171,458289,463837,467105,468931,469624,471237,472610,474336,476370,479837,483153,487444,491627,496714,500443,503588,505206,507263,509063,511308,513735,516926,519528,523190,526395,530565,532857,535144,537546,540022,541797,543318,545036,548387,551169,553858,555533,557543,559784,561882,563233,564533,565437,566558,567363,568845,570789,573290,575555,579194,583367,588362,591068,592614,593685,597600,604467,613577,623728,634538,644375,654349,663993,675715,688805,701844,712377,718986,723074,727340,732776,738339,747526,760924,778884,794702,805547,810727,809145,802103,792306,784741,779184,774728,768917,764722,763471,766288,771271,776653,783287,790338,796785,801619,804879,806759,806630,Salinas,CA,California,36.6883,-121.6317,177410,2672.8
395048,126,Salem,"Salem, OR",city,OR,139698,139768,139888,140125,140451,140842,141305,141859,142420,142967,143546,144215,145118,145877,146405,146607,146752,147019,147380,147873,148361,148865,149340,149781,150092,150313,150541,150850,151346,151963,152637,153158,153545,153899,154330,154808,155253,155737,156262,156901,157557,158243,158938,159870,160958,162164,162759,163398,163507,163732,164500,165861,167513,167745,167503,167066,167535,168108,169016,169546,170270,170896,171758,172956,174029,175409,176872,178997,181269,184589,187782,191129,193379,195741,197907,200359,203348,206670,210228,213201,215891,217923,219882,221724,223115,224394,225121,226665,228186,230084,231633,232492,233103,233072,232916,232216,231006,229829,228815,228106,226839,225420,224061,223408,222593,221408,219650,217655,215704,213705,211939,210305,208735,206931,205125,203303,201725,200539,199950,199656,199640,199251,198609,197708,197141,197122,196470,195298,193470,191545,190080,188492,187115,185797,184606,182900,180763,178766,177454,176266,174768,173358,171079,169336,168018,167677,167310,166555,165695,165077,164700,164612,164488,164401,164437,164433,164865,165530,166591,167636,168727,169693,170452,171235,172082,172890,173608,174275,175343,176571,178110,179457,180868,182015,183150,184318,185510,186480,187326,188364,189864,191721,193607,195362,196756,198034,199396,201166,203130,205426,207793,210274,212777,214939,216873,218717,220803,223022,225182,227465,229936,232545,235191,237611,239857,241804,243932,246399,248989,251490,253686,255829,257899,259811,261846,264144,266729,269500,272587,275738,278707,280930,283254,285575,287922,289658,291139,292737,294478,296276,297978,299589,300841,302011,302980,303866,304309,304810,306041,308074,310612,313096,315749,317963,319031,319122,319587,321402,324887,329376,334761,340733,347132,354121,361099,367563,373358,378554,383928,388561,392551,395998,399639,403512,407998,413291,419553,425949,431447,435330,436361,434765,431431,428540,426366,424742,423632,422769,422127,421483,421652,422986,424579,426136,426773,426898,426635,426689,427060,Salem,OR,Oregon,44.9233,-123.0244,266420,1387.5
394870,127,Mobile,"Mobile, AL",city,AL,85863,86032,86236,86648,87241,87838,88457,88932,89349,89519,89691,89938,90335,90678,91016,91402,91820,92263,92807,93280,93634,93816,94068,94312,94584,94778,94925,95008,94995,94926,94808,94727,94676,94629,94682,94809,94978,95116,95284,95495,95725,95896,96078,96205,96297,96210,96128,96152,96402,96711,97014,97296,97531,97730,97947,98134,98366,98578,98991,99416,99930,100383,100835,101270,101667,102135,102629,103162,103662,104264,105444,107047,108823,110073,111517,113015,114773,116308,117833,119428,120928,122261,123326,124066,124320,124991,125643,126740,127638,128750,129670,130118,130369,130482,130343,130184,129930,129864,129912,130039,130092,130291,130854,131634,132138,132753,133158,133213,132738,132479,132310,132484,132244,131307,129110,126809,125264,124368,123777,123318,123323,123349,122790,121725,120658,119671,118379,116971,115470,114654,113573,112262,110292,108160,106852,106064,105696,104845,104128,103500,103015,102245,101466,100978,100845,100527,99755,98724,98066,97946,98248,98156,97928,97622,97807,98247,98723,99291,99808,100042,100042,99967,99844,99796,99778,100044,100067,100079,100092,100315,100310,100152,99955,100032,100456,100970,101250,101000,100765,100758,100941,100985,100983,101149,101572,102170,102691,103101,103269,103467,103640,104032,104670,105419,105858,106224,106440,106918,107212,107590,107954,108501,109121,109643,110138,110493,110913,111163,111337,111445,111754,112231,112851,113325,113650,113747,113965,114308,115019,115680,116264,116513,116911,117276,117840,118034,118503,119099,119792,120348,120949,121619,122261,122908,123727,124665,125476,126414,127499,128698,129817,130585,131241,131758,132307,132933,133682,134912,136630,138223,139606,140383,141283,142309,143697,145284,147139,149263,151609,153730,155258,156631,158339,160192,162028,163621,165138,166714,168077,169780,170985,171793,171907,172035,172154,172356,172554,172666,173149,174097,175702,177176,178022,178114,177788,177582,177688,178104,178443,Mobile,AL,Alabama,30.6782,-88.1162,320855,515.7
395015,128,Reading,"Reading, PA",city,PA,100742,101000,101172,101491,101695,101969,102336,102733,103081,103456,104019,104605,105105,105329,105581,105949,106387,106699,106950,107223,107587,107868,108143,108444,108878,109419,109956,110401,110852,111397,112086,112719,113326,113918,114468,114996,115532,116216,116919,117646,118435,118889,119287,119631,120450,121552,122614,123263,123621,124128,125035,126449,127949,129271,130604,132400,134666,136362,137499,138777,140191,141316,141606,141791,142130,143103,144764,146746,148751,149939,151014,152424,154600,156138,157287,158264,160217,162324,164104,165747,167129,168606,169601,170523,171016,171845,172463,172941,173242,173916,174915,175581,175398,175152,175064,174926,174781,174806,175396,175805,176159,176491,176296,175098,173376,172230,171717,171285,170722,170233,169919,169285,168612,168053,167861,167629,167108,166506,165983,165443,165115,164854,165012,165378,165533,165677,165372,165068,164369,163210,161814,160262,158733,157778,157037,156707,155792,154825,153882,152874,151766,150842,150172,149850,149485,149151,148893,148740,148885,148878,148685,148290,147974,147756,147517,147189,146914,146833,147015,147279,147491,147509,147378,147498,147780,148343,148795,149131,149240,149023,148929,149171,149883,150525,151138,151430,151547,151222,151066,151091,151287,151325,151315,151425,151675,151828,152136,152573,153197,153736,153961,154260,154545,155074,155399,155626,155849,156247,156648,157113,157669,158358,159065,159740,160291,160526,160769,161170,161941,162645,163287,163832,164429,165149,166078,167121,168246,169309,170354,171105,171611,171847,172152,172292,172422,172524,172904,173401,173982,174696,175662,176685,177586,178524,179335,180156,180901,181751,182689,183450,184376,185496,187219,189381,191059,191888,192209,193091,194971,197479,200548,203552,206324,209015,212007,214905,217894,221061,223302,223806,222426,221490,221630,222915,226095,230875,236581,241573,245333,248383,250026,250747,250838,251557,252477,253203,253333,253299,253754,255002,257072,259476,261878,264346,266496,268242,269281,270207,271014,Reading,PA,Pennsylvania,40.34,-75.9267,272712,3710.8
