RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31
845160,198,"Prescott Valley, AZ",msa,AZ,302954.0,301775.0,321941.0,320816.0,323450.0,320181.0,392574.0,385767.0,384567.0,422774.0,379762.5,347557.0,368816.0,306529.0,337600.0,391619.5,439285.0,407635.0,374900.0,425000.0,399000.0,526997.5,439773.0,421721.0,432000.0,403950.0,417490.0,434001.0,404900.0,433050.0,397075.0,483750.0,422071.0,460048.0,417330.0,477450.0,389237.5,460000.0,457500.0,457900.0,545730.0,508000.0,475000.0,574000.0,670000.0,622077.0,620000.0,505881.5,625000.0,555000.0,670000.0,570312.0,634000.0,501950.0,584321.0,585000.0,602970.5,696740.0,742240.0,736438.0,629518.0,548000.0,599000.0,605386.0,691360.0,505259.5,549000.0,694561.0,535705.0,573211.0,561750.5,586873.0,655000.0
394519,203,"Daphne, AL",msa,AL,235250.0,239900.0,237900.0,263000.0,238000.0,256310.0,243715.0,250000.0,246000.0,229900.0,245371.5,209900.0,216225.0,251250.0,267267.5,226900.0,235500.0,244375.0,233862.5,235837.5,232212.5,295900.0,287245.0,370000.0,273895.0,267175.0,254592.5,242933.0,241450.0,247380.0,262000.0,315400.0,261450.0,270147.5,264500.0,304327.5,255684.0,264200.0,264612.0,295262.5,266675.0,263102.5,289030.0,279875.0,280585.0,301688.5,306180.0,323700.0,310252.0,311505.0,317525.0,321177.5,328355.0,337080.0,359900.0,369110.0,350700.0,339616.0,367755.0,387250.0,357353.0,363410.0,365000.0,390340.0,387540.5,371135.0,350758.0,349990.0,346990.0,369900.0,352546.5,375524.0,368320.0
394848,210,"Medford, OR",msa,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444758.5
394459,212,"Charlottesville, VA",msa,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337480.0,510169.0,360800.0,489322.0,467345.0,448590.0,442382.5,422389.0,431990.0,450825.0,394227.5,493599.0,442355.0,472674.0,462184.0,495015.0,534882.0,506875.0,526829.0,474862.0,475000.0,486741.0,489508.0,489900.0,500530.5,414840.0,459920.0,481987.0,478930.0,467245.5,479230.0,535000.0,522576.0,494442.0,560000.0,516112.5,449490.0,547100.0,547536.0,522000.0
394681,216,"Hilton Head Island, SC",msa,SC,344733.0,302720.0,272348.0,319900.0,309757.5,312805.0,347000.0,301970.0,293500.0,335870.0,334417.5,298330.0,271995.0,317000.0,272750.0,303990.0,333104.0,363015.0,329995.0,322000.0,342790.0,419182.5,334990.0,364585.0,373248.0,322783.0,353500.0,356352.5,357990.0,375000.0,327140.0,329990.0,324820.0,323945.0,368990.0,372010.0,360000.0,371015.0,331915.0,354595.0,316019.0,362990.0,362411.0,348747.5,355750.0,426620.0,390667.5,396515.0,375437.0,392150.0,422944.0,436303.0,430193.0,416930.0,440107.5,421890.0,414607.5,439990.0,407238.5,425935.0,411000.0,458172.5,440385.0,492495.0,460400.0,455955.0,424155.0,508866.0,467877.5,480037.0,500415.0,507000.0,491758.0
394346,217,"Athens, GA",msa,GA,247500.0,265000.0,315900.0,296816.0,296450.0,298500.0,296834.0,283200.0,217300.0,251650.0,274575.0,280000.0,157875.0,249900.0,278800.0,265000.0,323450.0,279750.0,276450.0,232450.0,324900.0,234900.0,227900.0,250900.0,250950.0,240000.0,247900.0,249900.0,260000.0,238060.0,249900.0,244900.0,264000.0,236900.0,231900.0,249900.0,247900.0,255900.0,266950.0,309455.0,286282.5,316200.0,303553.5,276400.0,299900.0,322450.0,320900.0,329243.0,374900.0,329900.0,349900.0,368500.0,349900.0,389900.0,450000.0,354900.0,408630.0,386715.0,394977.5,391852.5,549900.0,349900.0,369900.0,376570.0,376500.0,365000.0,371900.0,394900.0,399900.0,355000.0,399900.0,401275.0,400000.0
394765,218,"Lake Havasu City, AZ",msa,AZ,188000.0,116625.0,214900.0,229986.0,235000.0,290000.0,275000.0,340437.5,267000.0,255492.5,283222.5,313874.5,307042.0,233772.5,244900.0,282000.0,295000.0,249900.0,359900.0,277555.0,309836.0,279699.0,294000.0,269000.0,252547.5,242267.5,280892.0,279252.0,299000.0,288313.5,319784.0,220240.0,279900.0,246600.0,281270.0,278716.0,265151.0,299000.0,296762.5,250660.0,290000.0,258300.0,285000.0,299450.0,301523.0,319000.0,325000.0,302000.0,278000.0,339900.0,341000.0,319900.0,425000.0,354544.0,374950.0,349900.0,313950.0,334200.0,329000.0,265695.0,295000.0,268384.0,270990.0,332900.0,299000.0,322000.0,369122.5,308103.0,316600.0,330000.0,304990.0,286990.0,348600.0
394623,226,"Gainesville, GA",msa,GA,193900.0,240136.5,255000.0,281400.0,256764.5,239900.0,268405.5,250125.0,275450.0,232500.0,275000.0,286565.0,260000.0,286000.0,268908.0,263074.5,298900.0,297000.0,308000.0,280000.0,267165.0,282862.5,273725.0,299900.0,298500.0,294665.0,288725.0,293990.0,291940.0,297500.0,301559.0,294950.0,291900.0,298957.0,318832.5,318826.0,348912.0,309250.0,323581.0,321329.0,359100.0,350000.0,347805.0,355492.5,358062.5,342200.0,369000.0,413974.5,438900.0,438374.5,463605.5,407900.0,499088.0,551783.0,510035.0,564000.0,388990.0,410500.0,422450.0,390510.0,416500.0,431094.5,440200.0,451694.0,499938.0,458142.5,411505.0,452823.0,406806.0,415168.5,435000.0,437146.0,450000.0
394716,227,"Jacksonville, NC",msa,NC,172000.0,190500.0,201000.0,198000.0,204500.0,200000.0,198500.0,214500.0,239000.0,202000.0,202000.0,208500.0,201000.0,195000.0,202000.0,211000.0,200000.0,218500.0,202000.0,210500.0,199000.0,188000.0,224750.0,226000.0,212000.0,200000.0,213500.0,203000.0,222000.0,219000.0,225250.0,230000.0,233000.0,216500.0,226000.0,267400.0,228500.0,213450.0,238250.0,238500.0,265250.0,245000.0,252995.0,245000.0,242442.5,267900.0,269700.0,273600.0,282000.0,259950.0,286450.0,261000.0,284000.0,299450.0,314000.0,304950.0,300250.0,294550.0,319000.0,324120.0,299990.0,313450.0,324500.0,305000.0,322000.0,326000.0,364000.0,337950.0,343950.0,338000.0,347000.0,338000.0,342000.0
394597,228,"Florence, SC",msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270000.0,288700.0,260000.0,218000.0,253489.0,277250.0,235280.0,272740.0,295093.0,235900.0,274269.0,266450.0,282245.0,276750.0,271000.0,287819.5,295145.0,269900.0,299950.0,287428.0,284990.0,293495.0,300080.0,270000.0,279900.0,322445.0,292000.0,302490.0,282900.0,268490.0,269995.0,261490.0,280000.0
