RegionID,SizeRank,RegionName,RegionType,StateName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,State,density,population,Area
40,10,New Jersey,state,NJ,166156,166604,167031,167978,168943,170095,171399,172983,174735,176506,178086,179491,180805,182255,183696,185218,186720,188394,190196,192185,194318,196543,198579,200413,202130,203897,205703,207523,209411,211530,213910,216816,220044,223439,226573,229501,232305,235023,237666,240288,243023,245971,249102,252373,255469,258288,260729,263010,265278,267611,270184,272969,276229,279782,283592,287543,291446,295287,298855,302194,305365,308377,311470,315015,318927,323065,327053,330964,334678,338365,341912,345235,348067,350745,353398,356282,359016,361387,362951,363655,363757,363316,362573,361410,360199,359317,359082,359228,359167,358415,357016,355319,353658,352143,350619,349071,347713,346628,345257,343165,340317,337390,334585,331896,329146,326235,323144,320313,318144,316378,314673,312488,310158,307805,305654,303796,302236,301096,300334,300029,299956,300030,299971,299870,299604,299148,298339,297094,295404,293416,291468,289675,288206,286820,285395,283732,281847,279825,277667,275734,274044,272532,270928,269265,267928,267400,267939,268746,269427,269453,269344,268743,268463,268263,268529,268844,269394,269930,270350,270834,271667,272656,273772,275082,276614,278135,278997,279657,280566,282193,284318,286400,288374,289545,290208,290423,290729,290914,291010,290980,290927,291022,291451,291924,292674,293198,293947,294900,296287,297931,299374,300615,301519,302116,302291,302620,303192,304037,304664,305063,305219,305484,305893,306858,307759,308719,309474,310713,312160,313705,314850,315677,316461,317455,318682,319813,320867,321800,323133,324399,325774,326931,328454,329741,330684,331087,331711,332495,333542,334818,336506,338428,339897,340959,341483,341923,342139,342767,344008,345641,347731,349741,352264,354704,356512,357205,357253,358210,361136,365670,371251,377174,382695,388305,393489,398787,403987,409136,413731,416795,418542,420061,422405,425356,429203,433743,439530,445517,451584,456676,459533,459683,458112,456974,456452,456731,458080,459465,462106,465737,470942,475984,480045,483489,486456,489320,492132,494799,497291,New Jersey,"1,267","9,320,865","8,723"
56,11,Virginia,state,VA,120694,121006,121337,121963,122567,123150,123859,124694,125606,126469,127342,128234,129133,129930,130751,131610,132559,133509,134532,135562,136624,137640,138693,139692,140629,141558,142532,143634,144768,146021,147350,148769,150186,151562,152858,154060,155116,156181,157313,158631,160083,161624,163310,165052,166852,168686,170466,172178,173741,175454,177447,179834,182691,185951,189649,193540,197436,200897,203909,206806,209744,212617,215666,219137,223297,227518,231649,235376,239058,242342,245370,247870,250071,252213,254368,256327,257760,258756,259621,260193,260277,259992,259650,259430,259181,259082,259018,259167,258988,258406,257310,256091,254976,254011,253057,251799,250342,248709,246788,244601,242271,240246,238179,235894,233533,231535,229881,228389,226767,225200,223665,222295,221129,220061,219114,218133,217172,216306,215814,215724,216013,216355,216719,217111,217466,217491,216943,216050,215086,214214,213339,212641,212035,211430,210728,210063,209454,208918,208376,207896,207318,206703,206177,205920,205852,206054,206671,207620,208662,209676,210564,211359,212125,212955,213755,214336,215057,215943,216864,217613,218423,219505,220542,221534,222343,223175,223727,224147,224488,224758,225226,225778,226634,227220,227660,227938,228297,228525,228755,229005,229359,229709,230061,230435,230919,231376,231968,232695,233529,234425,235197,235977,236838,237556,237878,237903,237932,238218,238496,238842,239322,240116,241111,242172,243184,244147,244976,245800,246443,247052,247511,248019,248631,249516,250488,251505,252371,253211,254221,255057,255791,256083,256750,257459,258346,258882,259426,259961,260686,261737,263098,264450,265358,265944,266377,266984,267681,268595,269808,271297,272913,274478,275938,277163,277815,278230,278992,280836,283873,287643,291717,295606,299164,302696,306284,310129,314219,318251,321292,322898,323247,323705,325008,327314,331035,335320,340189,344884,349204,352848,354663,354797,353620,352813,352580,352702,352714,352970,353811,355589,358118,361038,363645,365842,367637,368954,369959,370706,371302,Virginia,222,"8,752,297","42,775"
59,12,Washington,state,WA,170593,170978,171371,172163,173028,173853,174750,175578,176333,176989,177654,178443,179268,180084,180852,181603,182252,182916,183545,184319,185022,185807,186497,187341,188053,188748,189358,189916,190405,190843,191398,192065,192728,193377,193987,194449,194970,195486,196285,197172,198286,199403,200570,201896,203263,204614,205739,206883,208095,209334,210638,212147,214085,216341,218629,220837,222894,224898,226953,229242,231598,233721,236074,238886,242200,246051,250291,255031,259557,263652,267439,270965,274102,277339,280670,284538,288441,292124,295522,298602,301320,303644,305303,306475,307356,308475,310184,312347,314273,315513,316087,316532,316733,316224,314993,313510,312037,310705,309367,307544,305145,302365,299656,296714,293707,290863,288125,285277,282710,280071,277306,273717,270335,267354,265181,263281,261708,260659,260134,259785,258833,257746,256696,256636,256869,256530,255039,252683,250314,247826,245470,243196,241265,239742,238026,236096,233319,230829,228495,226691,224842,223113,221539,220248,219347,218491,217594,216559,215691,215301,215246,215458,216077,217046,218474,220071,222013,223947,225716,227345,229206,231238,233164,234866,236533,238266,239884,241559,243230,244858,246340,247651,249069,250104,250964,251552,252359,253182,254383,255994,258083,260386,262543,264554,266527,268401,270384,272401,274717,277247,280072,283215,286659,289910,292578,294911,297151,299429,301383,303152,304962,307135,309740,312810,316099,319615,323156,326652,329659,332468,335028,337596,340029,342331,344714,347424,350580,354053,358016,361867,365648,368511,371539,373917,375639,376364,376818,377447,378158,379304,381100,383054,384756,386084,387253,388513,389715,391505,393917,396982,400365,404069,408209,412336,414959,416352,417538,420650,426250,433350,441322,448957,456369,464399,473342,483512,493901,503646,511563,516391,519174,521158,524171,528491,536371,547452,561415,574742,584855,589818,588168,581666,572975,566414,561995,558679,554356,550775,548546,548484,549742,552140,555008,558035,560333,561960,562822,563314,563764,Washington,118,"7,841,283","71,298"
8,13,Arizona,state,AZ,132882,133123,133433,134065,134782,135426,136080,136709,137404,138074,138719,139345,139955,140564,141175,141797,142428,143065,143670,144269,144872,145523,146198,146829,147357,147834,148353,148930,149515,150173,150884,151694,152394,153096,153731,154433,155089,155785,156426,157138,157873,158686,159530,160437,161450,162456,163330,164085,164761,165615,166654,167917,169454,171178,175886,175886,178385,180961,183544,186631,189973,194057,198398,203602,209659,217283,225887,234379,242969,250460,257349,262060,264531,267691,271632,276234,279280,280963,281299,280472,278677,277375,275623,273842,271961,270632,269926,269671,269348,268439,266910,264813,262188,259542,256078,252630,248937,244500,239629,233958,229517,225181,220665,215004,209311,204317,198697,192877,187472,184017,180918,177785,174264,171272,168760,166469,164346,162087,161107,160831,160754,159917,158871,158358,157713,156922,155047,153325,151189,149474,147593,145852,143986,142225,140815,139229,137695,136042,134916,134209,133771,133593,133432,133923,134431,135261,136032,137485,139564,142058,144777,147473,150330,152927,155278,157185,158945,160609,162499,164788,167479,170303,173017,175591,177939,180035,181616,182757,183920,185160,186411,187349,188111,188654,189131,189566,190052,190333,190763,191194,191828,192507,193445,194576,195928,197276,198696,200154,201791,203469,205172,206772,208736,210585,212029,212899,213643,214492,215393,216247,217380,218504,219658,220714,221982,223452,225048,226504,227775,229085,230366,231732,233084,234456,235672,236882,238282,239890,241550,242988,244560,246174,248152,249991,251734,253154,254461,255614,256893,258439,259946,261220,262154,263114,264083,265271,266669,268330,270271,272299,274753,277436,280481,283235,285148,286461,288003,290690,294930,299947,305495,310912,316247,321790,328273,335860,344915,354868,364785,373505,380752,387191,393323,399080,405069,411880,420294,429746,439119,446958,450924,450056,444913,438530,431607,424803,418005,412689,409548,408471,409048,410770,413149,415731,417878,419664,420994,421664,421938,Arizona,66,"7,497,004","113,990"
26,14,Massachusetts,state,MA,188892,189523,190273,191751,193351,195084,197135,199659,202496,205492,208387,211248,213834,216195,218522,220926,223410,226019,228785,231798,234726,237847,240914,243800,246148,248158,250206,252386,254740,257187,259955,262892,266130,269863,273786,277531,280557,283337,286104,289104,292111,294845,297101,299252,301608,304171,306745,309152,311401,313650,315986,318576,321223,323731,326263,328847,331892,334933,337796,340195,342376,344927,347646,350541,353042,354759,355789,356365,357328,358494,359520,359756,359619,359024,358631,358331,358102,357549,356011,354051,351670,349538,347301,345339,343894,342883,342276,341649,340930,339923,338554,337136,335743,334173,332557,330937,329251,327339,325245,323278,321582,320075,318383,316438,314001,311366,308701,306308,304237,302257,300234,298471,297277,296508,295952,295436,295104,294840,294876,295415,296450,297794,298913,300041,300781,301365,301210,300583,299082,297391,295791,294934,294224,293206,291747,290453,289345,288585,287841,287067,285867,284291,282674,281452,280458,279706,279177,279080,279539,280445,281546,282489,283206,283857,284768,286189,287994,289986,291295,292490,293833,295846,297964,299863,301579,303353,305099,306914,308641,310185,311556,312995,314645,315911,316809,317174,317753,318045,318798,319889,321641,323554,325288,326713,328007,329086,330356,332027,334182,336402,338401,340490,342710,344723,346187,347709,349402,351186,352495,353401,354634,356451,358919,361395,363629,365545,367643,370069,372543,374781,376710,378302,380142,381860,383729,385383,387230,389241,391667,394093,396646,398826,401050,402910,404535,405253,405472,405117,404992,405479,406559,408210,409376,410405,410796,410980,410907,411507,412883,414485,416540,418870,421785,424330,425853,426539,427328,429748,434388,440561,447743,454930,461429,467857,474352,481574,489108,496236,501073,502713,502133,501753,502639,504660,509657,517549,528168,538090,546589,552913,555843,554839,550855,547458,545541,545059,544209,543546,544084,547332,552496,558429,564108,569670,574671,578888,582121,584606,586204,Massachusetts,900,"7,020,058","10,554"
53,15,Tennessee,state,TN,106976,107065,107156,107375,107628,107878,108149,108429,108764,109088,109442,109842,110298,110660,110963,111204,111482,111754,112014,112320,112645,113001,113293,113515,113675,113848,114026,114188,114369,114576,114818,115040,115271,115537,115798,116054,116244,116460,116665,116910,117177,117480,117787,118106,118434,118785,119109,119409,119695,120008,120356,120746,121141,121556,122007,122493,123001,123533,124043,124550,125020,125572,126196,126906,127638,128411,129261,130134,130993,131788,132530,133251,133868,134525,135201,135982,136761,137561,138368,139191,139949,140661,141253,141764,142131,142508,142954,143481,144005,144475,144862,145162,145303,145329,145169,144913,144488,144079,143734,143544,143411,143232,142922,142475,141946,141451,140932,140395,139901,139520,139153,138663,138020,137351,136715,136203,135779,135456,135180,134979,134882,134820,134843,134894,134978,134958,134814,134542,134172,133715,133235,132711,132117,131574,131061,130682,130292,129949,129605,129307,129021,128697,128390,128107,127971,128023,128349,128797,129175,129512,129877,130071,130287,130362,130479,130375,130249,130345,130789,131478,132271,132914,133350,133703,134021,134479,134800,135249,135647,136224,136714,137326,138037,138789,139467,139883,140169,140290,140629,141058,141582,142135,142761,143514,144372,145262,146204,147086,148005,148982,149899,150867,151870,152850,153521,154096,154617,155284,155933,156766,157815,159112,160557,161990,163170,163980,164651,165490,166396,167244,168056,168994,170140,171392,172704,173910,175038,176005,177141,178119,179098,179849,180868,181912,182914,183569,184185,184964,186087,187504,189019,190309,191360,192414,193478,194603,195604,196784,198198,199731,201443,202997,204507,205780,206685,207372,208123,209518,211876,214735,217855,220693,223535,226594,229842,233377,237420,242409,247423,251317,253935,256469,259987,264172,269360,275257,281197,286946,291676,295997,298491,299320,298621,297483,296273,295091,293930,293614,294263,295854,297586,299531,301101,302633,303841,304852,305657,306056,306156,Tennessee,175,"7,204,002","42,144"
22,16,Indiana,state,IN,96033,95901,95753,95302,95084,95149,95616,96093,96465,96921,97469,98114,98579,98738,98737,98693,98888,99234,99655,100025,100223,100525,100761,101083,101130,101117,100950,100805,100840,101097,101448,101630,101665,101808,102024,102294,102383,102395,102356,102394,102554,102842,103178,103474,103681,103958,104208,104467,104624,104737,104881,105016,105326,105712,106153,106559,106852,107220,107544,107900,108524,109335,110206,110752,111255,111869,112534,113058,113412,113709,113956,114160,114165,114140,114010,113995,114115,114500,114954,115388,115727,116133,116452,116744,116846,116922,116916,116986,116965,116932,116813,116775,116729,116798,117009,117341,117563,117628,117589,117498,117364,117236,117045,116741,116340,116010,115705,115330,114983,114677,114503,114360,114237,114126,113910,113647,113365,113116,112972,112909,112841,112853,112869,113032,113119,113193,113135,112956,112581,112128,111611,111173,110745,110352,110013,109737,109477,109242,109114,109149,109232,109267,109199,109056,108816,108781,108959,109292,109565,109823,110101,110340,110588,110854,110985,111040,110987,111013,111023,111144,111440,111886,112402,112959,113408,113788,113874,113928,113984,114201,114437,114861,115451,116089,116764,117320,117745,117858,117930,118087,118327,118578,118849,119262,119771,120340,120853,121410,121859,122294,122524,122920,123388,124022,124413,124879,125389,126064,126581,127060,127600,128274,128964,129646,130173,130539,130894,131487,132246,133009,133751,134498,135252,135984,136864,137684,138440,139101,140042,141037,142050,142851,143658,144432,145271,145986,146789,147502,148404,149339,150484,151445,152158,152721,153321,154027,154665,155385,156282,157324,158485,159632,160878,162077,162946,163464,163958,164831,166429,168529,171166,173734,176103,178485,181213,184149,187191,190239,192887,194607,195380,196203,197566,199303,201944,205391,209365,213081,215953,218437,219650,219876,219224,218743,218609,218690,218507,218619,219120,220513,222196,224065,225559,226752,227549,227980,228099,228070,228552,Indiana,192,"6,892,124","36,420"
27,17,Maryland,state,MD,148742,148722,148827,149081,149614,150257,151019,151725,152447,153210,153999,154858,155567,156211,156759,157497,158360,159399,160515,161747,163008,164211,165388,166585,167787,168948,170114,171424,173062,174940,177028,179168,181262,183258,185086,186931,188657,190412,192168,194085,196210,198646,201271,203985,206709,209446,212008,214394,216573,218861,221164,223860,226939,230715,234932,239579,244193,248432,252321,256041,259784,263388,266957,271113,275840,281322,287233,293285,298521,303171,306817,310569,313584,316618,319748,323346,326998,330149,332995,335244,336708,337171,337252,337028,336833,336562,336605,336736,336796,336591,336135,335578,334773,333299,330838,328005,325553,323586,321614,319223,316084,312420,308190,303995,299737,295723,292358,289250,286219,282937,279536,276081,272841,270378,268173,266272,264078,262246,260800,259825,259283,258667,258230,257892,257964,257936,257457,256116,254253,252292,250311,248326,246493,245362,244824,244267,243281,242206,240988,239691,238149,236939,236101,235427,234655,234236,234264,235005,235749,236529,237019,237406,238064,238802,239908,240852,242107,243387,244668,245946,247552,249266,250693,251656,252553,253621,254844,256182,257487,258806,260100,261506,262723,263425,263657,263806,264334,264913,265604,265923,265998,266098,266579,267408,268212,268767,269364,269937,270685,271511,272479,273574,274725,275526,275654,275611,275795,276473,277089,277344,277671,278328,279556,280954,282306,283562,284568,285668,286494,287014,287214,287532,288384,289464,290597,291722,292740,293593,294574,295392,296326,296810,297642,298379,299270,299851,300396,300900,301568,302705,304294,305978,307131,307891,308436,309024,309469,309962,310813,311989,313480,315153,316905,318465,319141,319262,319658,321167,324134,327895,332173,336306,340133,344304,348902,353887,358745,363043,366044,367459,367559,367921,369000,370953,373837,377406,381828,386251,390374,393323,393989,392518,389934,388271,387397,387256,387618,388480,389802,391519,393851,396452,398461,399954,400729,401208,401217,401234,401304,Maryland,638,"6,196,525","12,406"
32,18,Missouri,state,MO,93919,94029,94194,94571,95057,95595,96179,96810,97445,98119,98852,99543,100059,100416,100811,101319,101923,102582,103256,103874,104468,105089,105750,106421,107033,107615,108117,108596,109096,109673,110299,110876,111463,112095,112750,113346,113862,114372,114868,115371,115930,116564,117221,117872,118516,119197,119844,120500,121086,121565,121929,122230,122637,123138,123758,124325,124814,125262,125752,126290,126808,127284,127734,128192,128737,129315,129908,130488,131074,131692,132279,132836,133295,133701,134051,134398,134731,135074,135425,135741,136066,136422,136785,137081,137292,137459,137604,137700,137746,137741,137714,137654,137536,137355,137053,136720,136420,136280,136180,135938,135602,135177,134731,134244,133778,133357,132819,132238,131667,131248,130930,130617,130219,129679,129064,128517,128010,127623,127492,127575,127615,127454,127394,127542,127733,127644,127272,126681,125951,125125,124268,123441,122698,122043,121336,120609,119887,119280,118788,118289,117870,117380,116955,116481,116135,115972,116028,116317,116816,117364,117898,118214,118542,118623,118593,118530,118512,118590,118701,118983,119381,119936,120545,121353,122055,122734,122973,123006,122923,122921,123014,123258,123792,124476,125219,125819,126189,126267,126358,126631,126975,127211,127509,127996,128675,129302,129995,130756,131547,132313,132889,133569,134347,135144,135572,135835,136187,136751,137205,137544,137920,138502,139289,140129,140955,141797,142609,143401,143999,144517,144949,145367,145868,146466,147151,147813,148528,149376,150513,151591,152475,152899,153262,153662,154290,154812,155439,155945,156656,157483,158515,159433,160081,160619,161003,161325,161455,161929,162670,163643,164617,165691,166896,167981,168703,169099,169834,171228,173592,176270,179132,181580,183696,185899,188523,191650,194955,198145,200458,201641,201894,202377,203562,205343,208060,211536,215641,219554,222730,225474,226976,227282,226472,225771,225369,225204,224853,224750,225255,226716,228561,230404,231831,233088,234016,234588,234770,234787,234949,Missouri,90,"6,215,144","69,707"
60,19,Wisconsin,state,WI,115311,115277,115406,115592,115961,116395,116969,117604,118240,118863,119442,120010,120530,121038,121546,122106,122685,123296,123946,124631,125320,125990,126626,127237,127815,128350,128838,129305,129798,130334,130896,131526,132175,132899,133571,134224,134764,135271,135834,136441,137200,138048,139015,140122,141297,142540,143496,144274,144915,145663,146433,147345,148502,149856,151379,152678,153867,154924,156004,157045,157706,158173,158614,159417,160501,161737,163007,164233,165309,166201,166928,167514,167961,168404,168785,169174,169496,169754,169917,170097,170365,170689,170950,171119,171368,171591,171849,172007,172084,172080,171897,171775,171685,171714,171679,171622,171511,171203,170644,169942,169289,168815,168353,167832,167171,166255,165151,164051,162623,161609,160757,160539,160148,159721,159135,158661,158143,157628,157072,156616,156503,156696,157051,157380,157576,157443,156996,156055,154730,153334,151994,150858,149856,148881,147996,147066,146186,145391,144593,143980,143491,143016,142602,142078,141705,141448,141399,141565,141926,142341,142663,142816,142988,143204,143313,143378,143528,143909,144392,144913,145486,146097,146621,147249,147817,148394,148510,148697,148933,149511,150173,150912,151660,152266,152757,153029,153051,152811,152653,152755,153157,153654,154230,154896,155645,156287,156775,157215,157632,158250,158889,159805,160761,161637,162196,162803,163422,164113,164402,164762,165328,166285,167346,168415,169382,170148,170904,171720,172599,173463,174314,175039,175774,176592,177579,178503,179281,180110,181293,182570,183798,184687,185910,186945,187874,188143,188587,189265,190411,191890,193496,194803,195758,196501,197275,198026,198672,199414,200327,201369,202496,203564,204773,206026,207033,207711,208374,209799,212396,215629,218802,221516,223771,225967,228076,230685,234248,238454,242197,244102,244456,244238,244635,245677,247736,250431,253684,257576,261357,264630,265983,265804,264935,264367,264356,264673,266030,267717,270214,272905,275767,277758,278808,279961,281234,281998,282231,281952,281968,Wisconsin,110,"5,931,367","65,496"
10,20,Colorado,state,CO,171288,171896,172568,174071,175748,177560,179395,181387,183479,185556,187555,189466,191381,193186,195016,196797,198574,200163,201729,203272,204722,205989,207021,207832,208292,208705,209295,210062,210928,211661,212373,212877,213402,213927,214422,214693,214782,214833,215107,215442,215695,215819,215956,216147,216395,216627,216976,217358,217698,217981,218312,218799,219435,220104,220720,221279,221617,221973,222283,222789,223352,223790,224232,224727,225406,226041,226624,227185,227712,228307,228849,229399,229947,230331,230648,230914,231425,231892,232176,232434,232491,232405,232091,231960,231917,231804,231741,231874,232268,232677,232979,233121,232939,232503,231782,230938,229948,229049,228186,227426,226577,225742,224757,223817,223028,222404,221702,220918,220166,219711,219403,219168,218876,218539,218045,217562,217155,216940,216959,217155,217647,218223,218729,218886,218604,217973,217092,216093,215047,214069,213167,212303,211573,210906,210270,209603,208720,207913,207137,206661,206396,206250,206223,206271,206533,206908,207354,207700,208243,209194,210600,212332,214323,216287,218123,219744,221397,222946,224168,225250,226491,228156,230084,232084,234011,235849,237441,238903,240127,241378,242568,243934,245407,246904,248483,250074,252009,254103,256455,259001,261889,265112,268246,271182,273876,276474,279209,282102,285148,288013,290780,293478,296255,298927,301546,304329,307070,309647,311786,313509,315099,316971,319418,322302,325099,328072,331070,334152,336746,338734,340071,341153,342430,344120,346211,348729,351454,354209,356896,359299,361595,363329,365240,366826,368394,369580,370725,371999,373449,375331,377378,379210,380176,380763,381200,381974,382775,383978,385641,387616,389831,392298,395138,397841,399131,399321,399478,401177,404868,409795,415417,420921,426217,432219,439506,447985,457155,466160,473674,478851,482074,485387,489860,495286,502610,512011,523698,535202,544566,550269,550854,547153,541240,536462,532781,529656,526151,523116,520555,519195,519076,520477,522521,524742,526566,527715,528015,527820,527412,Colorado,57,"5,914,181","104,094"
31,21,Minnesota,state,MN,120716,121123,121501,122388,123362,124487,125725,127421,129174,130968,132461,134024,135433,136693,137946,139302,140688,142075,143530,145114,146805,148552,150215,151637,152819,153805,154714,155580,156703,157854,159108,160245,161427,162575,163753,165032,166317,167494,168564,169579,170729,171856,173071,174242,175500,176677,177856,178988,180063,181147,182208,183422,184707,186132,187493,188718,189868,190921,191900,192866,194015,195276,196366,197530,198734,199951,200917,201622,202369,203091,203915,204587,205158,205627,206003,206359,206606,206867,206894,206770,206400,206105,205792,205674,205670,205750,205662,205386,204913,204300,203453,202670,201893,201203,200263,199072,197697,196110,194572,193076,191746,190533,189220,187586,185722,183770,181979,180362,178836,177399,175739,174205,172989,172194,171629,171164,170587,169868,169129,168693,168489,168563,168995,169514,169980,169972,169600,168620,167191,165563,164058,162379,160787,159126,157908,156655,155427,154174,153062,152220,151471,150753,149966,149155,148512,148309,148654,149279,150059,151062,152345,153732,155192,156696,158052,159285,160430,161562,162695,163725,164905,166216,167679,169320,170899,172472,173670,174786,175765,176853,177959,178967,179886,180456,180904,181222,181558,181777,182090,182515,183253,184178,185249,186377,187471,188379,189171,189956,190864,191871,192902,194124,195563,197021,198251,199405,200308,201169,201704,202284,203043,204045,205262,206605,208069,209642,211220,212948,214515,215832,216699,217286,217792,218452,219483,220882,222358,223915,225739,227585,229224,230192,231269,232183,233085,233530,234019,234724,235855,237441,239224,240751,241704,242386,242866,243328,243590,244118,245061,246344,247878,249584,251451,253118,253981,254188,254210,254993,257029,260001,263474,266900,270049,273249,276440,279993,284002,288377,292191,294304,294820,294882,295662,297057,299690,303116,307404,311751,315503,318309,318851,317588,315248,313640,312638,311801,310902,310422,310674,311604,312932,314468,315763,316820,317561,317700,317614,317230,316979,Minnesota,72,"5,761,530","86,936"
51,22,South Carolina,state,SC,109967,110210,110408,110861,111284,111751,112203,112702,113216,113722,114226,114657,115159,115607,116072,116390,116749,117131,117598,117980,118307,118612,118931,119251,119495,119642,119769,119888,120097,120321,120640,120949,121257,121548,121860,122181,122496,122838,123170,123434,123702,124013,124459,124920,125380,125820,126248,126678,127083,127507,127954,128391,128941,129565,130309,130996,131716,132454,133241,134010,134764,135511,136353,137201,138062,138958,140018,141135,142226,143251,144231,145234,146172,147294,148350,149470,150552,151750,152986,154108,155066,155859,156458,156939,157356,157750,158117,158369,158613,158777,158938,159072,159156,159094,158962,158808,158760,158655,158403,158085,157786,157518,157031,156390,155689,155047,154212,153353,152365,151470,150731,150037,149243,148268,147365,146643,146007,145419,144970,144690,144554,144375,144132,143956,143897,143763,143413,142926,142304,141623,140949,140190,139345,138365,137560,136800,136107,135438,134918,134453,133990,133514,133070,132847,132819,133109,133505,133949,134364,134693,134914,134978,135105,135285,135424,135509,135608,135871,136281,136772,137328,137911,138412,138927,139376,139940,140280,140633,140959,141534,142057,142599,143140,143677,144217,144527,144738,144731,144883,145117,145485,145914,146479,147153,147945,148721,149521,150305,151085,151971,152811,153716,154645,155485,155999,156420,156802,157369,157821,158378,159087,159995,160892,161636,162095,162462,162838,163542,164204,164887,165483,166201,167043,167910,168892,169811,170692,171532,172550,173359,174059,174515,175315,176252,177261,177919,178522,179093,179877,180680,181605,182428,183212,183976,184714,185442,185988,186694,187660,188810,190039,191056,192132,193119,193971,194712,195695,197220,199501,202151,205015,207710,210229,212816,215491,218297,221566,225399,229265,232311,234525,236792,239634,242812,246804,251374,256563,261856,266878,271605,274864,276566,276705,276666,276564,276337,275747,275216,275323,276118,277405,279063,280422,281625,282468,283241,283978,284477,284797,South Carolina,182,"5,464,155","32,020"
