RegionID,SizeRank,RegionName,RegionType,StateName,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,State,density,population,Area
4,23,Alabama,state,AL,96172,96340,96452,96703,96984,97323,97637,97920,98225,98574,98969,99407,99895,100309,100650,100896,101140,101391,101675,101927,102210,102536,102856,103093,103233,103385,103512,103656,103840,104069,104335,104574,104828,105081,105349,105622,105860,106128,106402,106741,107043,107316,107575,107854,108157,108425,108697,108950,109212,109461,109739,110024,110375,110814,111338,111836,112293,112763,113323,113928,114447,114856,115163,115476,115818,116239,116724,117236,117764,118386,119154,120006,120873,121735,122686,123695,124693,125649,126538,127455,128254,128964,129407,129743,129935,130366,130893,131569,131979,132248,132338,132460,132557,132643,132631,132538,132337,132133,131897,131720,131606,131590,131540,131309,131028,130630,130289,129791,129372,128895,128429,127842,127263,126658,126079,125479,124907,124432,124046,123730,123536,123397,123134,122763,122323,121884,121312,120684,120109,119645,119105,118470,117792,117203,116787,116455,116202,115934,115640,115340,115002,114652,114207,113835,113697,113758,114077,114566,115445,116701,118024,119008,119921,120732,121599,122191,122473,122629,122861,123317,123964,124527,124906,125252,125539,126009,126303,126683,127014,127505,127880,128258,128604,128857,129156,129419,129552,129324,129058,128894,128795,128688,128785,129266,129877,130388,130735,131057,131341,131737,132105,132634,133228,133891,134230,134571,134776,135108,135172,135342,135635,136131,136619,137113,137538,137840,138026,138202,138331,138430,138692,139138,139736,140351,140993,141563,142069,142486,143163,143687,144162,144323,144740,145240,145836,146111,146520,147040,147926,148982,150206,151164,151798,152307,152943,153700,154283,155037,156065,157385,158614,159639,160690,161783,162708,163494,164330,165582,167435,169534,171761,173670,175456,177306,179325,181573,184096,186979,189837,192069,193510,194887,196778,198851,201147,203406,205845,208496,210879,213314,214728,215536,215410,215094,214564,214080,213668,213438,213790,214815,216345,217703,218368,218417,218215,218038,218079,218014,217749,Alabama,102,"5,143,033","52,420"
25,24,Louisiana,state,LA,100049,100242,100392,100730,101089,101479,101860,102162,102505,102912,103449,104033,104681,105246,105790,106265,106699,107096,107477,107906,108341,108767,109175,109537,109813,110122,110481,110904,111682,112419,113195,113341,113450,113548,113937,114413,114893,115313,115631,115749,115774,115859,116102,116564,117057,117640,118115,118582,119033,119527,120080,120627,121105,121632,122164,122883,123546,124208,124842,125458,125867,126150,126346,126789,127305,128023,128841,129878,130927,132104,133271,134540,135903,137296,138717,139996,140984,141828,142527,143313,144001,144629,145252,145828,146371,146900,147493,148104,148516,148853,149113,149483,149813,150055,150247,150330,150423,150380,150303,150191,150151,150147,150148,150200,150223,150191,149925,149626,149336,149245,149219,149375,149444,149498,149407,149211,148965,148710,148617,148438,148420,148454,148674,148806,148949,149075,149050,148937,148821,148724,148540,148084,147289,146417,145622,145117,144749,144554,144424,144335,144184,144088,143955,143696,143469,143509,143654,143704,144045,144748,145440,145669,145696,145726,145733,145751,145999,145963,146148,146587,147478,148569,149294,150144,150832,151421,151625,151339,150962,150727,150591,150654,150866,151407,152241,152905,153412,153703,154322,155186,156114,157027,157748,158565,159452,160160,160678,160942,161417,162182,162955,164010,164821,165506,165528,165613,165669,165936,165774,165718,165565,165777,165710,165686,165296,165008,164637,164391,163984,163699,163759,164238,165001,165694,166143,166301,166639,167001,167679,167894,167861,167220,166987,166929,167180,166893,166896,167107,167915,169087,170542,171846,172772,173270,173743,174050,174188,174313,174805,175767,177118,178357,179305,180061,180308,180215,180059,180710,182419,184175,185442,185946,186289,186986,187862,188762,189667,190856,191798,192055,191795,192056,193089,194453,196000,197492,199243,200896,202265,203589,204239,204067,202738,201298,199981,198800,198002,197422,197776,198216,198597,198216,197359,196344,195332,194424,193670,193031,192172,Louisiana,106,"4,559,475","52,378"
24,25,Kentucky,state,KY,81056,81097,81174,81363,81614,81891,82202,82559,82955,83324,83716,84123,84597,85029,85441,85810,86196,86608,87018,87380,87692,87966,88228,88464,88660,88855,89038,89226,89400,89593,89834,90099,90380,90649,90912,91144,91350,91570,91800,92045,92298,92552,92817,93089,93398,93715,94008,94266,94493,94724,94929,95101,95287,95512,95807,96095,96380,96693,96997,97296,97594,97927,98328,98756,99181,99570,99946,100309,100655,100934,101223,101515,101817,102091,102359,102628,102874,103092,103283,103468,103721,103997,104277,104472,104630,104778,104883,104898,104895,104913,104983,105068,105147,105256,105299,105303,105253,105228,105206,105070,104896,104716,104648,104645,104672,104687,104631,104534,104455,104426,104379,104293,104136,103967,103772,103589,103392,103246,103146,103133,103114,103095,103140,103269,103422,103443,103358,103214,103076,102931,102654,102290,101803,101318,100875,100546,100283,100041,99818,99626,99439,99239,99140,99081,99065,99145,99436,99912,100462,100883,101173,101130,100992,100827,100744,100814,100831,100838,100754,100746,100971,101425,101879,102391,102666,102959,103007,103131,103215,103373,103425,103664,104107,104762,105389,105798,105931,105803,105673,105725,105835,105967,106174,106672,107272,107836,108318,108870,109389,109911,110250,110714,111236,111805,112066,112260,112524,113061,113437,113817,114233,114873,115526,116080,116532,116927,117332,117839,118359,118873,119455,120057,120819,121393,121781,121931,122289,123062,124222,125223,125936,126296,126862,127486,128212,128571,129038,129534,130213,130945,131747,132495,133016,133441,133832,134263,134587,135142,135909,136814,137742,138531,139376,140108,140821,141463,142363,143715,145734,147964,150280,152279,153967,155529,157090,158705,160447,162432,164191,165343,165699,166146,167008,168265,170176,172426,174924,177262,179277,181356,182798,183486,183384,183454,183807,184230,184185,184173,184621,185767,187342,188647,189431,189743,190167,190771,191512,192090,192245,Kentucky,115,"4,540,745","40,408"
46,26,Oregon,state,OR,148082,148408,148705,149329,149886,150403,150833,151293,151679,152067,152459,152901,153400,153823,154272,154664,155104,155564,156101,156713,157286,157839,158331,158852,159351,159837,160313,160806,161430,162176,162992,163671,164260,164809,165456,166102,166722,167282,167882,168549,169322,170192,171181,172281,173376,174509,175530,176508,177285,178098,179050,180246,181737,183400,185277,187134,188923,190596,192265,193888,195365,196943,198859,201490,204496,207841,211369,215211,219213,223019,226525,230074,233447,236514,239491,242770,246446,250455,254193,257537,259666,261222,262420,263607,264542,265395,266416,267842,269313,270329,270861,270964,270924,270607,269923,268996,267635,266591,265312,264008,262177,260178,258127,255908,253605,251265,249002,246623,244553,242313,240072,237522,235112,232681,230276,228261,226803,225808,224995,224352,223733,223243,223101,222896,222231,221079,219652,217993,215949,213913,212084,210368,208770,207095,205247,203333,201617,200335,199307,198361,197550,196628,195578,194446,193654,193362,193544,193883,194202,194674,195265,196016,196888,198148,199600,201114,202749,204514,206263,207940,209845,212032,214195,216314,218314,220342,222082,223806,225414,226981,228524,230040,231752,233124,234415,235573,236917,238171,239549,241235,243157,245322,247285,249184,250965,252848,254993,257460,260161,263241,266300,269664,272905,275932,278502,281141,283967,286798,289264,291404,293343,295523,297991,300798,303439,306035,308506,310984,313111,315077,316712,318326,319760,321173,322634,324467,326743,329307,332066,334440,336444,337601,338836,339903,340901,341430,341871,342750,344074,345774,347436,348737,349409,349943,350333,350918,351422,352333,353877,355950,358693,361483,364417,366704,367707,367769,367989,369966,373998,379497,386042,392830,399512,406567,414121,422050,429813,436849,442955,447330,450521,453389,456761,460535,465607,472175,480297,488469,495386,499785,499752,495950,490141,485648,482286,479420,476133,473547,472234,472569,474086,476367,478467,480200,481023,481330,481013,480661,480427,Oregon,44,"4,227,337","98,379"
45,27,Oklahoma,state,OK,79207,79240,79392,79670,80042,80395,80761,81102,81411,81687,82006,82387,82810,83221,83577,83911,84204,84495,84769,85075,85397,85698,85946,86168,86378,86639,86884,87145,87374,87608,87858,88123,88410,88687,88956,89208,89434,89663,89910,90204,90477,90720,90942,91194,91480,91746,91976,92196,92455,92749,93029,93294,93549,93802,94059,94368,94746,95158,95495,95808,96151,96504,96841,97145,97462,97751,98041,98338,98674,98982,99316,99648,100001,100416,100903,101392,101817,102203,102587,102961,103285,103612,103936,104257,104531,104734,104894,105065,105291,105586,105940,106275,106540,106717,106880,107011,107059,107120,107019,107031,107071,107285,107385,107395,107392,107461,107432,107321,107163,106925,106751,106620,106665,106787,106923,107059,107164,107196,107311,107430,107611,107755,107974,108268,108571,108695,108575,108340,108035,107641,107089,106613,106267,106060,105824,105560,105260,104995,104889,104906,105015,104926,104754,104534,104406,104368,104383,104425,104605,104866,105231,105442,105617,105724,106047,106487,106965,107114,107201,107310,107497,107728,107888,108271,108518,109026,109499,109987,110251,110387,110401,110522,110827,111338,111915,112442,112878,113160,113562,114177,114758,115103,115365,115725,116150,116391,116629,116877,117347,117661,117660,117318,117255,117670,118348,119027,119579,120060,120355,120587,120813,121205,121471,121555,121509,121691,122019,122357,122617,122873,123112,123370,123724,124180,124631,125075,125600,126063,126589,127041,127381,127410,127526,127720,128169,128518,129161,129865,130369,130784,131169,131658,132059,132585,133166,133686,133963,134462,135325,136557,138001,139224,140106,140581,140716,140866,141293,142348,144035,145952,148188,150382,152446,154333,156167,157975,159855,161913,163668,165030,165873,167196,168901,170886,173354,176070,179021,181555,183674,185696,187247,188185,188538,188911,189484,189828,189641,189388,189587,190427,191601,192708,193476,193877,194102,194537,195125,195740,196094,Oklahoma,60,"4,088,377","69,899"
11,28,Connecticut,state,CT,157484,158084,158711,159772,160644,161508,162474,163642,164872,166218,167577,168803,169878,170770,171762,172908,174199,175500,176762,178395,180203,182240,184021,185497,186662,187727,188955,190404,192118,194073,196155,198186,200001,202138,204549,206910,208883,210384,212003,213840,216080,218402,220702,222826,225104,227163,229423,231572,233619,235299,236907,238858,241281,244062,246921,249660,252313,255192,258282,261153,263411,265229,267351,269864,272696,275530,278287,281161,284016,286935,289645,291910,293589,294429,295712,297200,299105,300236,301023,301306,301361,301059,300534,300009,299828,299850,299900,299712,299368,298704,297867,297109,296586,296069,295161,294026,292078,289980,287530,285636,284139,282902,281437,279452,277003,274433,272003,269970,268180,267043,265693,264394,262416,260409,258293,256755,255444,254407,253080,251805,250577,249944,249929,250622,251263,251758,251508,250781,249576,247751,245477,243234,241930,241296,240466,239409,238065,237107,235894,234430,232646,230756,229175,227713,226529,225736,225603,225699,225586,225222,224755,224203,223554,222933,222698,222764,223285,223979,224516,224936,225358,225940,226562,227086,227516,227954,228368,228807,229160,229405,229773,230277,231003,231420,231597,231379,231033,230416,230179,230096,230247,230216,230512,230926,231428,231628,231943,232264,232686,233096,233496,233677,233941,233946,234047,233974,234255,234552,234667,234676,234676,235066,235578,236415,236931,237298,237641,238427,239383,240219,240909,241321,241711,242125,242919,243765,244481,244832,245242,245380,245564,245486,245685,245951,246378,246643,246831,246931,247073,247419,247938,248485,248756,248904,249085,249350,249422,249649,250160,250989,252108,253307,254971,256577,257477,257631,257684,258875,261563,265519,270311,275299,280011,284556,288983,293358,297914,302484,305853,307248,306701,306124,306343,307865,311432,316530,322648,328400,333688,338192,341042,341702,340954,340340,340642,341259,341532,342311,343981,347014,350404,354314,358799,363712,368211,371632,374175,376285,378114,Connecticut,749,"3,625,646","5,543"
55,30,Utah,state,UT,165100,165190,165332,165689,166980,168404,169831,170419,170933,171367,171905,172421,172901,173177,173343,173516,173614,173778,173914,174180,174427,174686,174875,174960,174982,174902,174952,175077,175186,175283,175377,175404,175282,174936,174695,174464,174300,174257,174203,174330,174488,174803,175040,175188,175282,175388,175563,175757,175941,176224,176548,176935,177147,177366,177570,177794,177963,178074,178123,178100,178056,178253,178626,179237,179801,180445,181196,182105,183126,184210,185458,186777,188014,189335,190809,192658,194659,197188,200312,203786,207211,210317,213207,215820,218424,220970,223563,226007,228405,231033,233684,236293,238264,239780,241056,242304,243131,243263,242551,241222,239515,237532,235474,233236,231295,229487,227842,226026,223790,221564,219326,217571,215765,213987,212265,210618,209051,207639,206631,205899,205181,204506,203927,203629,203303,202503,201082,199181,197536,196038,194431,192507,190706,189057,187908,186830,186002,185018,184193,183689,182988,182278,181528,181369,181351,181511,182019,182986,184318,185747,187121,188391,189751,191143,192825,194570,196502,198209,199884,201677,203825,206119,208281,210263,212033,213693,214991,215910,216652,217262,218081,218787,219675,220261,220858,221409,222037,222487,222985,223666,224802,226089,227535,229017,230585,232273,234173,236383,238634,240801,242736,244723,246859,248834,250391,251907,253623,255592,257336,258813,260157,261563,263076,264699,266491,268582,270929,273313,275468,277559,279467,281412,283328,285217,287153,289252,291582,294022,296651,298948,301121,303000,305594,308151,310607,312471,314312,315956,318043,320480,323201,325338,326714,327599,328449,329557,330988,332819,335148,337902,340808,343914,347205,350291,352137,353148,354372,357253,362124,368391,375549,382832,390139,398116,406966,416887,427906,439064,449255,457152,463038,467863,472558,477727,485038,494638,506430,518138,527703,533152,532649,527415,519780,513251,507968,503747,500008,497141,495062,493822,493538,494579,496216,497963,499104,500579,501629,502071,501652,Utah,42,"3,454,232","84,897"
19,31,Iowa,state,IA,87875,88043,88202,88544,88923,89304,89692,90024,90370,90796,91224,91699,92021,92312,92497,92754,93047,93421,93800,94214,94627,95047,95453,95869,96142,96322,96414,96660,97031,97514,97947,98327,98622,98952,99323,99736,100093,100394,100620,100848,101094,101388,101755,102205,102687,103176,103630,104051,104385,104618,104832,105099,105423,105794,106162,106561,106936,107322,107636,107995,108300,108642,108942,109351,109894,110574,111326,112021,112594,113009,113384,113742,114030,114258,114455,114661,114882,115118,115403,115707,116001,116276,116542,116827,117081,117330,117563,117810,117940,117984,117981,118066,118175,118300,118415,118592,118820,118928,118870,118691,118560,118441,118328,118235,118192,118107,118013,117906,117753,117550,117372,117268,117207,117108,117028,116929,116829,116718,116633,116571,116573,116645,116858,117073,117230,117213,117079,116856,116569,116212,115855,115493,115211,114929,114641,114338,114044,113805,113638,113535,113498,113476,113509,113572,113590,113674,114038,114636,115404,115920,116429,116847,117245,117280,117195,117476,118124,118685,119129,119583,120220,120759,121182,121797,122211,122666,122945,123206,123448,123465,123703,124191,124883,125625,126314,126746,126800,126333,126022,126151,126703,127420,128135,128940,129635,130184,130570,131126,131697,132370,132982,133839,134809,135772,136210,136310,136179,136271,136289,136448,136773,137364,137949,138393,138789,139180,139511,139857,140255,140680,141115,141467,141868,142364,142882,143285,143632,144151,144881,145506,146072,146555,147290,147806,148339,148595,149037,149448,150098,151017,152100,152989,153666,154239,154680,155000,155262,155949,156726,157504,157797,158086,158425,158962,159511,159982,160662,161599,163249,165038,166770,167963,168866,169899,171183,172840,174745,176803,178643,179791,180355,180935,181884,183109,184948,187164,189868,192535,195217,197604,199069,199494,199315,199396,199678,199783,199326,198862,198980,199990,201467,202984,204128,204932,205363,205672,205852,205945,205987,Iowa,58,"3,214,315","56,273"
42,32,Nevada,state,NV,151208,151227,151461,151997,152681,153294,153770,154228,154779,155399,156117,156812,157524,158279,159102,159925,160801,161650,162555,163479,164432,165399,166304,167240,168086,168830,169649,170583,171637,172525,173336,174091,174791,175670,176739,177944,179134,180311,181599,182938,184496,186062,187859,189737,191949,194331,197125,200020,203252,206594,211339,216483,222949,229861,239069,247801,257602,265271,272236,277014,280849,285992,291609,298983,304464,308752,311479,314790,317691,319885,321155,321847,322501,322771,324422,326699,329276,330441,330772,330471,329800,328547,326736,325458,324122,323213,322089,320456,318438,315669,312382,308852,304910,301087,295697,289848,282532,274560,266364,259317,253532,247301,240613,233604,226534,219823,212569,206204,199779,194695,189711,184764,179016,173009,167116,162402,158738,156297,154461,152679,151636,150751,149980,148771,147552,146902,146285,145544,144386,143276,142591,141911,140707,139002,137093,135161,133745,132188,131048,129492,128522,127770,127259,126760,126546,126424,126106,125671,125676,126751,128344,130145,131964,133854,136032,138047,140320,142634,145348,148554,152550,157287,162006,166222,170005,173468,176503,178610,180041,181478,182994,184822,186661,188769,190634,191931,192918,193557,194666,195518,196552,197453,198626,200030,201706,203788,205943,207767,209362,210780,212472,213964,215432,216772,217950,219366,220665,222110,223098,223624,224126,224778,225974,227350,229088,231345,233879,236457,238527,240619,242857,245519,248442,251524,254509,257585,260424,263223,266007,268794,271792,274811,278276,281740,284884,287398,289378,290879,292121,293439,294727,295790,296121,296397,296639,297151,297456,297735,298218,299021,300539,302222,304094,305407,305745,305530,305577,306761,308950,311759,315341,319363,323468,327821,332884,338835,345983,354137,362555,370012,376088,381441,386993,392451,399151,407123,416922,426940,435974,443068,446561,445938,441401,435573,429065,422997,417011,412109,408504,406454,405646,406178,407661,410118,412474,414646,416565,418422,419993,Nevada,29,"3,210,931","110,572"
6,33,Arkansas,state,AR,83669,83781,83908,84179,84446,84703,84951,85233,85552,85872,86290,86763,87322,87682,87952,88120,88428,88778,89181,89517,89805,89990,90117,90192,90279,90417,90593,90796,91060,91374,91739,92059,92386,92749,93126,93481,93727,93987,94244,94563,94948,95362,95820,96235,96676,97092,97487,97843,98204,98643,99148,99706,100231,100754,101261,101792,102337,102876,103396,103891,104485,105183,105957,106720,107446,108169,108914,109600,110299,110995,111781,112518,113154,113732,114301,114891,115452,115996,116510,116993,117465,117823,118129,118376,118605,118821,118987,119177,119273,119362,119425,119585,119698,119796,119791,119787,119745,119757,119789,119843,119796,119637,119439,119165,118897,118576,118279,117939,117569,117135,116673,116210,115838,115569,115308,114984,114602,114240,114040,113967,114053,114152,114281,114374,114470,114476,114306,114071,113675,113258,112735,112237,111799,111476,111270,111067,110788,110542,110383,110334,110331,110372,110387,110357,110336,110478,110703,110980,111355,111856,112445,112820,113172,113348,113544,113747,114009,114319,114649,114929,115130,115274,115296,115400,115558,115858,115932,115814,115810,116077,116310,116498,116779,117175,117587,117968,118296,118378,118430,118530,118692,118835,119089,119498,119882,120276,120747,121409,122103,122921,123542,124161,124832,125485,125832,126009,126179,126507,126668,126991,127376,127949,128405,128777,129075,129316,129607,129948,130317,130589,130946,131285,131790,132318,132912,133480,133956,134338,134936,135421,135900,135945,136170,136332,136639,136671,136905,137267,137841,138520,139260,140045,140728,141484,142040,142444,142475,142726,143156,143846,144284,144830,145594,146698,147619,148360,149256,150574,152411,154207,155945,157285,158588,160003,161703,163590,165706,168176,170717,172905,174368,175737,177397,179360,181565,183620,185496,187357,188955,190545,191401,191800,191619,191435,191159,190796,190247,190003,190455,191613,193174,194485,195185,195185,195126,195166,195408,195532,195501,Arkansas,59,"3,089,060","53,179"
34,34,Mississippi,state,MS,83047,83001,82999,83059,83351,83768,84152,84519,84846,85299,85780,86393,86951,87287,87492,87664,87974,88302,88575,88884,89169,89610,89940,90201,90330,90374,90412,90373,90474,90648,90950,91224,91544,91925,92277,92564,92711,92838,93021,93283,93549,93777,93879,94087,94314,94694,94964,95167,95332,95529,95796,96055,96322,96569,96858,97233,97731,98317,98806,99157,99363,99659,100058,100565,101039,101635,102180,102899,103648,104618,105448,106021,106435,106961,107741,108704,109465,110212,110740,111532,112365,113393,114243,114908,115398,115730,115949,116149,116520,116842,117007,117148,117332,117569,117694,117622,117588,117466,117386,117079,116541,115942,115309,114809,114324,113948,113696,113525,113258,112960,112710,112540,112341,112069,111821,111505,111154,110749,110412,110149,109998,109930,109852,109725,109542,109350,109060,108689,108225,107735,107332,107147,107106,107059,106953,106782,106662,106502,106501,106447,106374,106133,105944,105821,105741,105691,105557,105496,105770,106205,106678,106508,106336,105952,105991,106338,106770,106764,106319,105909,105585,105604,105561,105901,105980,106333,106475,106702,106921,107309,107605,107897,108324,108928,109752,110666,111488,112053,112569,113206,113933,114558,115253,116052,117044,117909,118819,119760,120802,121607,121877,121957,122182,122656,122854,122922,123025,123409,123734,123961,124158,124241,124301,124323,124449,124680,124894,125084,125022,124923,124912,125158,125532,125938,126174,126261,126421,126791,127703,128426,128854,128642,128321,128087,128223,128463,129122,129693,130206,130517,131072,131740,132391,132993,133523,133859,133831,134022,134336,134856,135008,135285,135934,136833,137549,137808,138540,139809,141676,143100,144253,145057,146064,147324,148821,150547,152442,154531,156654,158509,159817,161221,163225,165368,167096,167955,168682,169472,170383,171867,173167,173956,173729,172938,171993,171021,169798,168621,167695,168032,169144,170294,170982,171212,171313,171148,170528,170089,169792,Mississippi,63,"2,940,452","48,432"
23,35,Kansas,state,KS,86309,86326,86425,86575,86800,87053,87383,87742,88077,88421,88793,89216,89743,90351,90990,91542,92058,92557,93046,93505,93918,94324,94717,95120,95501,95820,96105,96371,96383,96316,96221,96202,96228,96258,96755,97300,97873,98166,98160,97832,97624,97681,98191,98727,99333,99839,100133,100377,100525,100727,101060,101628,102219,102705,103004,103338,104228,105331,106436,107026,107542,108008,108441,108763,109164,109238,109293,109323,109680,109908,109945,110096,110378,110810,111141,111494,111809,112112,112427,112840,113169,113511,113768,114094,114359,114594,114856,115213,115646,116023,116333,116665,116919,117132,117154,117115,117030,116972,117024,117116,117309,117486,117559,117630,117586,117551,117281,116995,116593,116367,116274,116434,116627,116846,116986,117069,117019,116983,116918,116851,116749,116595,116633,116741,116965,117103,117030,116687,116109,115592,115098,114663,114234,113897,113544,113156,112898,112731,112593,112377,112048,111652,111300,111026,110897,110877,111087,111425,111925,112578,113271,113760,114009,114096,114190,114320,114489,114573,114534,114520,114648,114985,115286,115667,115957,116371,116658,116856,116872,116736,116682,116748,117141,117659,118254,118781,119182,119492,119787,120301,120803,121291,121677,122196,122720,123193,123669,124307,125016,125814,126416,127094,127678,128249,128478,128605,128713,128974,129083,129179,129343,129709,130300,130933,131580,132074,132501,133008,133457,133774,134062,134376,134804,135224,135666,136224,136874,137622,138480,139239,139956,140412,140966,141425,141987,142350,142852,143283,143777,144356,145172,145991,146584,147081,147536,148116,148605,149318,150241,151291,152292,153405,154688,155936,156653,157095,157894,159236,161188,162977,164765,166220,167623,169138,171054,173325,175938,178614,180894,182418,183186,183844,184880,186236,188489,191153,194288,197210,199872,202235,203828,204553,204517,204653,205041,205556,205752,205740,206077,207093,208662,210345,211750,212996,213964,214574,214716,214475,214347,Kansas,36,"2,944,376","82,278"
41,36,New Mexico,state,NM,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130156,130377,130475,130811,131178,131614,131998,132350,132660,132977,133219,133407,133537,133732,134102,134619,135200,135694,136198,136757,137495,138161,138873,139415,139943,140553,141418,142459,143398,144113,144743,145322,145940,146541,147134,147887,148719,149646,150667,152003,153602,155462,157304,159139,160936,162661,164376,166053,168065,170094,172227,174092,176007,177833,179606,181131,182333,183210,183903,184392,185145,185897,187008,187880,188632,188874,188947,188938,189021,188990,188844,188532,188063,187476,186703,185796,184794,183863,182789,181727,180840,180218,179572,178411,177332,176313,176154,175782,175515,174765,174554,174217,173894,173683,173679,173933,173647,173225,172270,171224,170143,169114,167648,166023,164536,163988,163806,163809,163261,162356,161224,160440,159896,159532,159156,158762,158378,158074,157958,158033,158173,158365,158558,158778,158811,158881,158979,159389,159910,160142,159980,159814,159879,160288,160686,160753,160788,160686,160699,160530,160456,160769,161335,161884,162250,162796,163092,163367,163268,163192,163005,163086,163346,163575,163773,164151,164782,165376,165635,165851,166108,166579,167059,167250,167420,167580,167890,168144,168603,169284,170017,170365,170507,170532,170919,171408,171883,171896,171980,172274,173047,173686,174220,174693,175082,175484,175865,176444,177027,177468,177948,178597,179224,179741,180129,180871,181808,182941,183723,184500,185160,185935,186615,187415,188411,189606,190702,191580,192261,192815,193504,194551,195949,197403,198570,199761,200994,202118,203224,204700,206796,209588,212642,215652,218400,221086,224215,227575,231112,234617,238167,241297,243740,245286,246625,248384,250660,253943,258228,263431,268446,272527,275979,278171,278944,278303,277589,277116,277042,276902,277096,277780,279357,281392,283331,284934,286452,287767,288901,289756,290286,290781,New Mexico,17,"2,115,266","121,590"
